term	image_url
CL:0000540	https://www.swissbiopics.org/api/image/Neuron_cells.svg
UBERON:0000052	http://upload.wikimedia.org/wikipedia/commons/2/21/Gray747.png
UBERON:0000935	http://upload.wikimedia.org/wikipedia/commons/b/b4/Gray744.png
UBERON:0000956	http://upload.wikimedia.org/wikipedia/commons/9/9a/Brainmaps-macaque-hippocampus.jpg
UBERON:0000956	http://upload.wikimedia.org/wikipedia/commons/7/7b/Cerebral_Cortex_location.jpg
UBERON:0000988	http://upload.wikimedia.org/wikipedia/commons/3/36/Gray768.png
UBERON:0001384	http://upload.wikimedia.org/wikipedia/commons/e/eb/Ba4.png
UBERON:0001717	http://upload.wikimedia.org/wikipedia/commons/3/30/Gray696.png
UBERON:0001870	http://upload.wikimedia.org/wikipedia/commons/b/b4/Gray729.png
UBERON:0001871	http://upload.wikimedia.org/wikipedia/commons/9/91/Gray730.png
UBERON:0001872	http://upload.wikimedia.org/wikipedia/commons/b/b2/Gray726_parietal_lobe.png
UBERON:0001873	http://upload.wikimedia.org/wikipedia/commons/9/91/Telencephalon-Horiconatal.jpg
UBERON:0001874	http://upload.wikimedia.org/wikipedia/commons/3/33/BrainCaudatePutamen.svg
UBERON:0001876	http://upload.wikimedia.org/wikipedia/commons/8/8b/Amyg.png
UBERON:0001882	http://upload.wikimedia.org/wikipedia/commons/9/93/Circuit_du_syst%C3%A8me_de_recompense.jpg
UBERON:0001887	http://upload.wikimedia.org/wikipedia/commons/9/91/Telencephalon-Horiconatal.jpg
UBERON:0001890	http://upload.wikimedia.org/wikipedia/commons/5/54/EmbryonicBrain.svg
UBERON:0001891	http://upload.wikimedia.org/wikipedia/commons/f/f9/Human_brain_inferior_view_description.JPG
UBERON:0001896	http://upload.wikimedia.org/wikipedia/commons/6/6b/Illu_pituitary_pineal_glands.jpg
UBERON:0001897	http://upload.wikimedia.org/wikipedia/commons/c/ce/Brain_chrischan_thalamus.jpg
UBERON:0001898	http://upload.wikimedia.org/wikipedia/commons/9/9f/LocationOfHypothalamus.jpg
UBERON:0001899	http://upload.wikimedia.org/wikipedia/commons/c/cb/Epithalamus.png
UBERON:0001903	http://upload.wikimedia.org/wikipedia/commons/a/ab/Constudthal.gif
UBERON:0001905	http://upload.wikimedia.org/wikipedia/commons/6/6b/Illu_pituitary_pineal_glands.jpg
UBERON:0001906	http://upload.wikimedia.org/wikipedia/commons/3/33/Basal-ganglia-coronal-sections-large.png
UBERON:0001908	http://upload.wikimedia.org/wikipedia/commons/f/f6/Gray773.png
UBERON:0001920	http://upload.wikimedia.org/wikipedia/en/thumb/e/ef/PVNss.jpg/200px-PVNss.jpg
UBERON:0001925	http://upload.wikimedia.org/wikipedia/commons/1/1b/ThalamicNuclei.png
UBERON:0001926	http://upload.wikimedia.org/wikipedia/commons/b/b7/Gray719.png
UBERON:0001927	http://upload.wikimedia.org/wikipedia/commons/1/1b/ThalamicNuclei.png
UBERON:0001929	http://upload.wikimedia.org/wikipedia/en/thumb/d/d7/SONss.jpg/200px-SONss.jpg
UBERON:0001929	http://upload.wikimedia.org/wikipedia/commons/d/d7/SONss.jpg
UBERON:0001943	http://upload.wikimedia.org/wikipedia/commons/b/b6/Gray712.png
UBERON:0001945	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0001946	http://upload.wikimedia.org/wikipedia/commons/2/26/Gray711.png
UBERON:0001947	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0002021	http://upload.wikimedia.org/wikipedia/commons/8/8c/Gray727_occipital_lobe.png
UBERON:0002022	http://upload.wikimedia.org/wikipedia/commons/2/2b/Gray731.png
UBERON:0002023	http://upload.wikimedia.org/wikipedia/commons/9/91/Telencephalon-Horiconatal.jpg
UBERON:0002028	http://upload.wikimedia.org/wikipedia/commons/5/54/EmbryonicBrain.svg
UBERON:0002037	https://upload.wikimedia.org/wikipedia/commons/a/a7/Cerebellum_NIH.png
UBERON:0002038	http://upload.wikimedia.org/wikipedia/commons/5/5f/Midbraincrosssection.png
UBERON:0002127	http://upload.wikimedia.org/wikipedia/commons/7/72/CerebCircuit.png
UBERON:0002129	https://upload.wikimedia.org/wikipedia/commons/a/a7/Cerebellum_NIH.png
UBERON:0002130	http://upload.wikimedia.org/wikipedia/commons/2/23/Gray707.png
UBERON:0002150	http://upload.wikimedia.org/wikipedia/commons/9/97/Gray704.png
UBERON:0002151	http://upload.wikimedia.org/wikipedia/commons/d/dc/Lower_pons_horizontal_KB.svg
UBERON:0002152	http://upload.wikimedia.org/wikipedia/commons/2/2b/Gray705.png
UBERON:0002163	http://upload.wikimedia.org/wikipedia/commons/f/fc/Gray677.png
UBERON:0002206	http://upload.wikimedia.org/wikipedia/commons/9/97/Gray1180.png
UBERON:0002264	http://upload.wikimedia.org/wikipedia/commons/f/f9/1543,Vesalius%27OlfactoryBulbs.jpg
UBERON:0002264	http://upload.wikimedia.org/wikipedia/commons/d/d2/1543%2CVesalius%27OlfactoryBulbs.jpg
UBERON:0002265	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray732.png
UBERON:0002285	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray734.png
UBERON:0002286	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray734.png
UBERON:0002289	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0002291	http://upload.wikimedia.org/wikipedia/commons/d/dc/Medulla_spinalis_-_Section_-_English.svg
UBERON:0002336	http://upload.wikimedia.org/wikipedia/commons/a/aa/Gray733.png
UBERON:0002422	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray734.png
UBERON:0002476	https://upload.wikimedia.org/wikipedia/commons/e/ee/Brain_structure.gif
UBERON:0002477	https://upload.wikimedia.org/wikipedia/commons/e/ee/Brain_structure.gif
UBERON:0002576	http://upload.wikimedia.org/wikipedia/commons/e/e3/Human_brain_lateral_view_description.JPG
UBERON:0002581	https://upload.wikimedia.org/wikipedia/commons/6/66/Postcentral_gyrus.png
UBERON:0002600	http://upload.wikimedia.org/wikipedia/commons/7/7e/Human_brain_inferior-medial_view_description.JPG
UBERON:0002603	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray732.png
UBERON:0002623	http://upload.wikimedia.org/wikipedia/commons/e/e9/Gray689.png
UBERON:0002637	http://upload.wikimedia.org/wikipedia/commons/1/1b/ThalamicNuclei.png
UBERON:0002651	http://upload.wikimedia.org/wikipedia/commons/b/b7/Gray735.png
UBERON:0002655	http://upload.wikimedia.org/wikipedia/commons/b/b7/Gray735.png
