Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
Red Pulp	red pulp of spleen	UBERON:0001250	Arterial Capillary	HTTPS:DOIORG101007S0041800703208 ; HTTPS:DOIORG	
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed capillary of spleen	HTTPS:DOIORG101017CBO9780511545979 ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed capillary of spleen	HTTPS:DOIORG101371JOURNALPONE0191019 ; HTTPS:DOIORG101007S00418020019243	
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed capillary of spleen	HTTPS:DOIORG101111IMM12469	
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed capillary of spleen	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Red Pulp	red pulp of spleen	UBERON:0001250	Sheathed capillary of spleen	HTTPS:DOIORG101007S004180131172Z ; HTTPS:DOIORG101186S130590191906X	
Splenic Sinusoid	splenic sinusoid	UBERON:0003910	Ring Fiber	HTTPS:DOIORG102478S1175600901935 ; HTTPS:DOIORG101111J136525591986TB02483X	
Splenic Sinusoid	splenic sinusoid	UBERON:0003910	Splenic Red Pulp Stroma	HTTPS:DOIORG101002EJI200425442	
Red Pulp	red pulp of spleen	UBERON:0001250	Red pulp venule of spleen	HTTPS:DOIORG101007S0041800703208 ; HTTPS:DOIORG101016JAANAT201905004 ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101046J13652567199700328X ; HTTPS:DOIORG101182BLOOD2020005351	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101182BLOODADVANCES2017015008 ; HTTPS:DOIORG103389FIMMU201901642 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101038NI2194 ; HTTPS:DOIORG101038NI2830	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG10554189781933477060 ; HTTPS:DOIORG101046J13652567199700328X ; HTTPS:DOIORG101111J13652567200702710X ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101007S004180131172Z ; HTTPS:DOIORG101111J136525591986TB02482X ; HTTPS:DOIORG101111J136525591985TB02841X	
Perifollicular Zone	spleen perifollicular zone	UBERON:0005353	Sheathed capillary of spleen	HTTPS:DOIORG101007S004180131172Z ; HTTPS:DOIORG101111J136525591986TB02482X ; HTTPS:DOIORG101111J136525591985TB02841X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG104049JIMMUNOL1002632 ; HTTPS:DOIORG101046J13652567199700328X ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG104049JIMMUNOL1002632 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG104049JIMMUNOL1002632	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111J13652567200702710X	
White Pulp	white pulp of spleen	UBERON:0001959	White Pulp Lymphatic Vessels	HTTPS:DOIORG101369JHC4A65142005 ; PMID:16515224	
Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	HTTPS:DOIORG101111IMM12325 ; HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	HTTPS:DOIORG101093INTIMM142157 ; HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101038S41467019097283	
Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	HTTPS:DOIORG101007S0041800703208 ; HTTPS:DOIORG101016JAANAT201905004 ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Mantle Zone	spleen B cell corona	UBERON:0010421	Inner Mantle Zone	HTTPS:DOIORG101371JOURNALPONE0191019 ; HTTPS:DOIORG101007S00418020019243	
Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101111J13652567200502242X ; HTTPS:DOIORG101186S130590191906X	
Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	HTTPS:DOIORG101111IMM12469 ; PMID:20126587 ; HTTPS:DOIORG101038S41467019097283	
Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	HTTPS:DOIORG101371JOURNALPONE0191019 ; HTTPS:DOIORG101007S00418020019243	
Mantle Zone	spleen B cell corona	UBERON:0010421	Superficial Mantle Zone	HTTPS:DOIORG101007S0041800703208 ; HTTPS:DOIORG101016JAANAT201905004 ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101007S004180131172Z ; HTTPS:DOIORG101007S00418020019243 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101182BLOOD2004010346 ; HTTPS:DOIORG101182BLOOD2004010346	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101093INTIMM142157 ; HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101007S004180110799X ; PMID:20126587 ; HTTPS:DOIORG101038S41467019097283	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG104049JIMMUNOL1002632 ; HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG10554189781933477060 ; HTTPS:DOIORG101002EJI200425442 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101038NI2830 ; HTTPS:DOIORG101186S130590191906X	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101038NI2194 ; HTTPS:DOIORG101038NI2830 ; HTTPS:DOIORG101111IMM12469	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101016JAANAT201905004 ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Splenic Pulp	spleen pulp	UBERON:1000023	Red Pulp-White Pulp Border	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101038S41467019097283	
Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	HTTPS:DOIORG101007S0041800703208 ; HTTPS:DOIORG101111J136525591986TB02482X ; HTTPS:DOIORG101111J136525591985TB02841X ; HTTPS:DOIORG101182BLOODADVANCES2017015073	
Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	HTTPS:DOIORG101111IMM12469	
Periarteriolar Lymphoid Sheath (PALS)	spleen central arteriole	UBERON:0010401	Inner PALS	HTTPS:DOIORG101016JBBI201812009	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101126SCIIMMUNOLAAU6085 ; HTTPS:DOIORG101186S130590191906X	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101016JIMMUNI201209020 ; HTTPS:DOIORG101007S002620151729X ; HTTPS:DOIORG101186S130590191906X	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG10554189781933477060 ; HTTPS:DOIORG101038S41467019097283	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101309M95G7DQ2TLQL7Q11	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101111IMM12469 ; HTTPS:DOIORG101186S130590191906X	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG103390IJMS18061216 ; HTTPS:DOIORG103389FIMMU201701712	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG1013692FJHC4A65142005 ; PMID:16515224	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	HTTPS:DOIORG101111IMM12469	
Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	HTTPS:DOIORG101126SCIIMMUNOLAAU6085 ; HTTPS:DOIORG101186S130590191906X	
