s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
CL:4023154	myelinating glial cell	myelinating glial cell	UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	34	31.243806842337406
CL:0019019	tracheobronchial smooth muscle cell	tracheobronchial smooth muscle cell	UBERON:0006680	trachealis	trachealis	16	22.172528003977263
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	29	20.646191133517675
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0006679	carina of trachea	carina of trachea	23	19.388155664907046
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012416	respiratory system arterial smooth muscle	arterial system smooth muscle	31	16.082046476258682
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium	30	11.225201682097278
CL:0002376	non-myelinating Schwann cell	non-myelinating Schwann cell	UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	33	4.564144657258993
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	17	1.6548222907056953
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	18	1.6548222907056953
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	19	1.6548222907056953
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	20	1.6548222907056953
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	21	1.6548222907056953
UBERON:0005203	trachea gland	tracheal submucosal gland	UBERON:0002202	submucosa of trachea	submucosa of trachea	22	1.6548222907056953
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0003604	trachea cartilage	trachea cartilage	24	1.1315770358710466
CL:0002145	multiciliated columnar cell of tracheobronchial tree	multiciliated columnar cell of tracheobronchial tree	UBERON:0001901	epithelium of trachea	tracheal epithelium	11	
CL:1000223	pulmonary neuroendocrine cell	pulmonary neuroendocrine cell	UBERON:0001901	epithelium of trachea	tracheal epithelium	12	
UBERON:8600012	submucosal gland acinus	submucosal gland acini	UBERON:0005203	trachea gland	tracheal submucosal gland	17	
CL:1000330	serous cell of epithelium of trachea	serous cell of epithelium of trachea	UBERON:8600012	submucosal gland acinus	submucosal gland acini	17	
UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	UBERON:0005203	trachea gland	tracheal submucosal gland	18	
CL:4033023	airway submucosal gland collecting duct epithelial cell	airway submucosal gland collecting duct epithelial cell	UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	18	
CL:4033055	airway submucosal gland duct multiciliated cell	airway submucosal gland duct multiciliated cell	UBERON:8600011	tracheal submucosal gland ciliated duct	tracheal submucosal gland multiciliated duct	19	
UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	UBERON:0005203	trachea gland	tracheal submucosal gland	20	
CL:4033024	airway submucosal gland duct basal cell	airway submucosal gland duct basal cell	UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	20	
UBERON:8600012	submucosal gland acinus	submucosal gland acinus	UBERON:0005203	trachea gland	tracheal submucosal gland	21	
CL:4033020	mucus secreting cell of trachea gland	mucus secreting cell of trachea gland	UBERON:8600012	submucosal gland acinus	submucosal gland acinus	21	
UBERON:8600012	submucosal gland acinus	submucosal gland acinus	UBERON:0005203	trachea gland	tracheal submucosal gland	22	
CL:4033021	myoepithelial cell of trachea gland	myoepithelial cell of trachea gland	UBERON:8600012	submucosal gland acinus	submucosal gland acinus	22	
CL:4033025	perichondrial fibroblast	perichondrial fibroblast	UBERON:0003571	trachea connective tissue	trachea connective tissue	27	
UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	UBERON:0001592	bronchial vein	bronchial vein	28	
CL:4033008	vein endothelial cell of respiratory system	vein endothelial cell of respiratory system	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	28	
UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	UBERON:0001592	bronchial vein	bronchial vein	29	
UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	UBERON:0003126	trachea	trachea	32	
UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	UBERON:0003126	trachea	trachea	33	
UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	UBERON:0003126	trachea	trachea	34	
UBERON:0002009	pulmonary nerve plexus	pulmonary nerve plexus	UBERON:0003126	trachea	trachea	35	
