representation_of,glb_file
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-male/v1.2/assets/VH_M_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001439,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.2/assets/VH_F_Pelvis.glb
http://purl.obolibrary.org/obo/UBERON_0001496,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001496,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001508,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001508,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001514,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001529,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001529,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001529,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001529,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001529,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001536,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001584,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001619,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001619,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001619,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001619,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001625,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001625,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001626,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001626,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001639,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001639,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001651,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001651,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001652,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001652,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0001737,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001737,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001738,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001738,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001739,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001739,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001740,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001740,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001741,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001741,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001742,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-male/v1.0/assets/3d-vh-m-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001742,https://cdn.humanatlas.io/digital-objects/ref-organ/larynx-female/v1.0/assets/3d-vh-f-larynx.glb
http://purl.obolibrary.org/obo/UBERON_0001898,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001898,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001898,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001898,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001905,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001905,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001905,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001905,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001908,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001908,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001908,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001908,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001945,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001945,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001945,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001945,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001946,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001946,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001946,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001946,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001947,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001947,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001947,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001947,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0001987,https://cdn.humanatlas.io/digital-objects/ref-organ/placenta-full-term-female/v1.0/assets/VH_F_Placenta.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-right/v1.0/assets/NIH_M_Lymph_Node_Right.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-left/v1.0/assets/NIH_M_Lymph_Node_Left.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male/v1.2/assets/NIH_M_Lymph_Node.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-right/v1.0/assets/NIH_F_Lymph_Node_Right.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-left/v1.0/assets/NIH_F_Lymph_Node_Left.glb
http://purl.obolibrary.org/obo/UBERON_0002007,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female/v1.2/assets/NIH_F_Lymph_Node.glb
http://purl.obolibrary.org/obo/UBERON_0002012,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0002012,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0002015,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-right/v1.2/assets/VH_M_Kidney_R.glb
http://purl.obolibrary.org/obo/UBERON_0002015,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-left/v1.2/assets/VH_M_Kidney_L.glb
http://purl.obolibrary.org/obo/UBERON_0002015,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-right/v1.2/assets/VH_F_Kidney_R.glb
http://purl.obolibrary.org/obo/UBERON_0002015,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-left/v1.2/assets/VH_F_Kidney_L.glb
http://purl.obolibrary.org/obo/UBERON_0002016,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.2/assets/VH_M_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0002016,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb
http://purl.obolibrary.org/obo/UBERON_0002038,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002038,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002038,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002038,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002048,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002048,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002049,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-right/v1.0/assets/NIH_M_Lymph_Node_Right.glb
http://purl.obolibrary.org/obo/UBERON_0002049,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-left/v1.0/assets/NIH_M_Lymph_Node_Left.glb
http://purl.obolibrary.org/obo/UBERON_0002066,https://cdn.humanatlas.io/digital-objects/ref-organ/placenta-full-term-female/v1.0/assets/VH_F_Placenta.glb
http://purl.obolibrary.org/obo/UBERON_0002078,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002078,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002079,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002079,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002080,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002080,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002084,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002084,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002094,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002094,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002097,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-male/v1.2/assets/VH_M_Skin.glb
http://purl.obolibrary.org/obo/UBERON_0002097,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-female/v1.3/assets/3d-vh-f-skin.glb
http://purl.obolibrary.org/obo/UBERON_0002106,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-male/v1.2/assets/VH_M_Spleen.glb
http://purl.obolibrary.org/obo/UBERON_0002106,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-female/v1.2/assets/VH_F_Spleen.glb
http://purl.obolibrary.org/obo/UBERON_0002107,https://cdn.humanatlas.io/digital-objects/ref-organ/liver-male/v1.1/assets/VH_M_Liver.glb
http://purl.obolibrary.org/obo/UBERON_0002107,https://cdn.humanatlas.io/digital-objects/ref-organ/liver-female/v1.1/assets/VH_F_Liver.glb
http://purl.obolibrary.org/obo/UBERON_0002108,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.1/assets/VH_M_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002108,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/VH_F_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002114,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.1/assets/VH_M_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002114,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/VH_F_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002115,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.1/assets/VH_M_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002115,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/VH_F_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002116,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.1/assets/VH_M_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002116,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/VH_F_Small_Intestine.glb
http://purl.obolibrary.org/obo/UBERON_0002134,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002134,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002135,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002135,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002137,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002137,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002146,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.2/assets/VH_M_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002146,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.2/assets/VH_F_Heart.glb
http://purl.obolibrary.org/obo/UBERON_0002151,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002151,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.3/assets/3d-vh-m-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002151,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002151,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.3/assets/3d-vh-f-allen-brain.glb
http://purl.obolibrary.org/obo/UBERON_0002167,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002167,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002168,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002168,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002170,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002170,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002171,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002171,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002174,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002174,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002177,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-male/v1.0/assets/3d-vh-m-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002177,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-female/v1.0/assets/3d-vh-f-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002178,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-male/v1.0/assets/3d-vh-m-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002178,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-female/v1.0/assets/3d-vh-f-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002182,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-male/v1.0/assets/3d-vh-m-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002182,https://cdn.humanatlas.io/digital-objects/ref-organ/main-bronchus-female/v1.0/assets/3d-vh-f-main-bronchus.glb
http://purl.obolibrary.org/obo/UBERON_0002184,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002184,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002184,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002184,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002185,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002185,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.3/assets/3d-vh-m-lung.glb
http://purl.obolibrary.org/obo/UBERON_0002185,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.3/assets/3d-vh-f-lung.glb
