term	image_url
UBERON:0000947	https://upload.wikimedia.org/wikipedia/commons/9/91/Aorta_scheme.jpg
UBERON:0000985	http://upload.wikimedia.org/wikipedia/commons/e/e9/Gray576.png
UBERON:0001070	http://upload.wikimedia.org/wikipedia/commons/1/13/External_carotid_a.gif
UBERON:0001072	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray577.png
UBERON:0001101	http://upload.wikimedia.org/wikipedia/commons/8/8c/Gray557.png
UBERON:0001104	http://upload.wikimedia.org/wikipedia/commons/f/f8/Gray558.png
UBERON:0001106	http://upload.wikimedia.org/wikipedia/commons/b/ba/Gray574.png
UBERON:0001138	http://upload.wikimedia.org/wikipedia/commons/3/33/Gray591.png
UBERON:0001139	https://upload.wikimedia.org/wikipedia/commons/6/65/Iliac_veins.gif
UBERON:0001140	http://upload.wikimedia.org/wikipedia/commons/7/76/Gray1122.png
UBERON:0001142	http://upload.wikimedia.org/wikipedia/commons/7/76/Gray1122.png
UBERON:0001182	http://upload.wikimedia.org/wikipedia/commons/c/c0/Superior_mesenteric_a.gif
UBERON:0001182	http://upload.wikimedia.org/wikipedia/commons/6/68/Gray1099.png
UBERON:0001183	http://upload.wikimedia.org/wikipedia/commons/e/e4/Gray538.png
UBERON:0001184	http://upload.wikimedia.org/wikipedia/commons/d/da/Gray1120.png
UBERON:0001185	http://upload.wikimedia.org/wikipedia/commons/d/da/Gray1120.png
UBERON:0001187	http://upload.wikimedia.org/wikipedia/commons/a/af/Gray531.png
UBERON:0001190	http://upload.wikimedia.org/wikipedia/commons/a/ae/Gray1170.png
UBERON:0001191	http://upload.wikimedia.org/wikipedia/commons/6/6e/Iliac_artery_bifurcation_and_aorta.PNG
UBERON:0001192	http://upload.wikimedia.org/wikipedia/commons/6/65/Gray532.png
UBERON:0001194	http://upload.wikimedia.org/wikipedia/commons/a/a2/Gray1188.png
UBERON:0001195	http://upload.wikimedia.org/wikipedia/commons/3/3b/Gray533.png
UBERON:0001196	http://upload.wikimedia.org/wikipedia/commons/c/cb/Gray537.png
UBERON:0001197	http://upload.wikimedia.org/wikipedia/commons/a/ad/Gray536.png
UBERON:0001198	http://upload.wikimedia.org/wikipedia/commons/6/61/Gray1121.png
UBERON:0001215	http://upload.wikimedia.org/wikipedia/commons/3/33/Gray591.png
UBERON:0001216	http://upload.wikimedia.org/wikipedia/commons/3/33/Gray591.png
UBERON:0001218	http://upload.wikimedia.org/wikipedia/commons/3/33/Gray591.png
UBERON:0001219	http://upload.wikimedia.org/wikipedia/commons/3/33/Gray591.png
UBERON:0001308	http://upload.wikimedia.org/wikipedia/commons/3/3e/Gray539.png
UBERON:0001309	http://upload.wikimedia.org/wikipedia/commons/d/d3/Iliac_artery_bifurcation.PNG
