Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0004911	epithelium of female gonad	epithelium of female gonad	columnar ovarian surface epithelial cell	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
UBERON:0004911	epithelium of female gonad	epithelium of female gonad	flattened cuboidal ovarian surface epithelial cell	ISBN: 978-1496398949 ; PMID: 4143757 ; DOI: 10.1371/journal.pone.0055578 ; DOI: 10.1016/0090-8258(79)90005-2 ; PMID: 13774016	Mills, Stacey E. Histology for Pathologists. Fifth edition. Philadelphia: Lippincott Williams & Wilkins, 2020. ; Reeves, G. Specific Stroma In The Cortex And Medulla Of The Ovary. Cell Types And Vascular Supply In Relation To Follicular Apparatus And Ovulation. Obstet. Gynecol. Surv. 27, 179-181 (1971). ; Hummitzsch K, Irving-Rodgers HF, Hatzirodos N, et al. A new model of development of the mammalian ovary and follicles. PLoS One 2013;8:e55578 ; Blaustein A, Lee H. Surface cells of the ovary and pelvic peritoneum: A histochemical and ultrastructural comparison. Gynecol Oncol 1979;8:34-43 ; McKay, D., Pinkerton, J., Hertig, A. & Danziger, S. (1961). The Adult Human Ovary: A Histochemical Study. Obstetrics & Gynecology, 18(1), 13-39. 
UBERON:0002512	corpus luteum	corpus luteum	corpus luteum endothelial cell		
UBERON:0002512	corpus luteum	corpus luteum	corpus luteum macrophage		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type I cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type II cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type III cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type IV cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type V cell		
UBERON:0007180	atretic follicle of ovary	atretic follicle of ovary	pre-antral follicle granulosa cell		
UBERON:0001305	ovarian follicle	ovarian follicle	pre-antral follicle granulosa cell		
UBERON:0003981	primordial ovarian follicle	primordial ovarian follicle	pre-antral follicle granulosa cell		
		preantral follicle	pre-antral follicle granulosa cell		
UBERON:0000035	primary ovarian follicle	primary ovarian follicle	pre-antral follicle granulosa cell		
UBERON:0000036	secondary ovarian follicle	secondary ovarian follicle	pre-antral follicle granulosa cell		
