row_number	s	slabel	user_slabel	o	olabel	user_olabel
34	UBERON:0000144	trochlea of humerus	trochlea of humerus	UBERON:0000976	humerus	humerus
388	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
387	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
378	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
380	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
381	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
379	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
386	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
382	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
385	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
383	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
384	UBERON:0000209	tetrapod frontal bone	frontal bone	UBERON:0001703	neurocranium	neurocranium
399	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
405	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
400	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
404	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
403	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
402	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
401	UBERON:0000210	tetrapod parietal bone	parietal bone	UBERON:0001703	neurocranium	neurocranium
880	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
879	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
878	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
877	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
876	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
875	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
874	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
873	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
872	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
871	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
870	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
863	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
869	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
868	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
867	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
866	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
865	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
864	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
862	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
861	UBERON:0001094	sacral vertebra	sacral vertebra	UBERON:0001130	vertebral column	vertebral column
666	UBERON:0001095	caudal vertebra	caudal vertebra	UBERON:0001130	vertebral column	vertebral column
665	UBERON:0001095	caudal vertebra	caudal vertebra	UBERON:0001130	vertebral column	vertebral column
664	UBERON:0001095	caudal vertebra	caudal vertebra	UBERON:0001130	vertebral column	vertebral column
663	UBERON:0001095	caudal vertebra	caudal vertebra	UBERON:0001130	vertebral column	vertebral column
144	UBERON:0001427	radiale	scaphoid	UBERON:0005897	manus bone	hand bone
145	UBERON:0001427	radiale	scaphoid	UBERON:0005897	manus bone	hand bone
86	UBERON:0001428	intermedium	lunate	UBERON:0005897	manus bone	hand bone
123	UBERON:0001429	pisiform	pisiform	UBERON:0005897	manus bone	hand bone
56	UBERON:0001430	distal carpal bone 1	distal carpal bone 1	UBERON:0005897	manus bone	hand bone
57	UBERON:0001431	distal carpal bone 2	distal carpal bone 2	UBERON:0005897	manus bone	hand bone
58	UBERON:0001432	distal carpal bone 3	distal carpal bone 3	UBERON:0005897	manus bone	hand bone
59	UBERON:0001433	distal carpal bone 4	distal carpal bone 4	UBERON:0005897	manus bone	hand bone
60	UBERON:0001433	distal carpal bone 4	distal carpal bone 4	UBERON:0005897	manus bone	hand bone
188	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
177	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
186	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
185	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
184	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
187	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
182	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
181	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
180	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
179	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
178	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
183	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
189	UBERON:0001450	calcaneus	calcaneus	UBERON:0005899	pes bone	foot bone
254	UBERON:0001451	navicular bone of pes	navicular bone of foot	UBERON:0005899	pes bone	foot bone
253	UBERON:0001451	navicular bone of pes	navicular bone of foot	UBERON:0005899	pes bone	foot bone
213	UBERON:0001452	distal tarsal bone 1	distal tarsal bone 1	UBERON:0005899	pes bone	foot bone
214	UBERON:0001453	distal tarsal bone 2	distal tarsal bone 2	UBERON:0005899	pes bone	foot bone
215	UBERON:0001454	distal tarsal bone 3	distal tarsal bone 3	UBERON:0005899	pes bone	foot bone
190	UBERON:0001455	cuboid bone	cuboid bone	UBERON:0005899	pes bone	foot bone
192	UBERON:0001455	cuboid bone	cuboid bone	UBERON:0005899	pes bone	foot bone
191	UBERON:0001455	cuboid bone	cuboid bone	UBERON:0005899	pes bone	foot bone
398	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
397	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
396	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
395	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
394	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
393	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
392	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
391	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
390	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
389	UBERON:0001676	occipital bone	occipital bone	UBERON:0001703	neurocranium	neurocranium
375	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
372	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
374	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
376	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
377	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
373	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
367	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
371	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
368	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
369	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
370	UBERON:0001679	ethmoid bone	ethmoid bone	UBERON:0001703	neurocranium	neurocranium
500	UBERON:0001682	palatine bone	palatine bone	UBERON:0008895	splanchnocranium	splanchnocranium
501	UBERON:0001682	palatine bone	palatine bone	UBERON:0008895	splanchnocranium	splanchnocranium
499	UBERON:0001682	palatine bone	palatine bone	UBERON:0008895	splanchnocranium	splanchnocranium
497	UBERON:0001682	palatine bone	palatine bone	UBERON:0008895	splanchnocranium	splanchnocranium
498	UBERON:0001682	palatine bone	palatine bone	UBERON:0008895	splanchnocranium	splanchnocranium
122	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
126	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
216	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
348	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
117	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
125	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
356	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
349	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
118	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
355	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
124	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
119	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
354	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
350	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
347	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
353	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
121	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
123	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
352	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
351	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
120	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
257	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
346	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
142	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
332	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
141	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
333	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
140	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
334	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
139	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
335	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
138	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
336	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
137	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
337	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
136	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
338	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
135	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
339	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
134	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
128	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
345	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
129	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
344	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
130	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
343	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
127	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
254	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
131	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
342	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
132	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
341	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
133	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
340	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
357	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
253	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
223	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
217	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
106	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
242	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
105	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
104	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
228	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
103	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
241	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
229	UBERON:0002091	appendicular skeleton	appendicular skeleton	UBERON:0004288	skeleton	skeleton
