Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0004911	epithelium of female gonad	epithelium of female gonad	columnar ovarian surface epithelial cell	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
UBERON:0004911	epithelium of female gonad	epithelium of female gonad	flattened cuboidal ovarian surface epithelial cell	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
UBERON:0002512	corpus luteum	corpus luteum	corpus luteum endothelial cell		
UBERON:0002512	corpus luteum	corpus luteum	corpus luteum macrophage		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type I cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type II cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type III cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type IV cell		
UBERON:0006960	ovary stroma	ovary stroma	Stroma Type V cell		
UBERON:2001571	postovulatory follicle	postovulatory follicle	mural granulosa cell	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
UBERON:0007180	atretic follicle of ovary	atretic follicle of ovary	pre-antral follicle granulosa cell		
UBERON:0001305	ovarian follicle	ovarian follicle	pre-antral follicle granulosa cell		
UBERON:0003981	primordial ovarian follicle	primordial ovarian follicle	pre-antral follicle granulosa cell		
		preantral follicle	pre-antral follicle granulosa cell		
UBERON:0000035	primary ovarian follicle	primary ovarian follicle	pre-antral follicle granulosa cell		
UBERON:0000036	secondary ovarian follicle	secondary ovarian follicle	pre-antral follicle granulosa cell		
		antral follicle	mural granulosa cell	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
UBERON:0003982	mature ovarian follicle	ovulatory antral follicle	mural granulosa cell	HTTPS:DOIORG101093OXFORDJOURNALSHUMREPA136365	
