s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	667
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1083
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1086
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1088
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1091
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1093
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1096
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1098
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1101
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1103
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1106
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1108
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1111
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1113
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1116
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1118
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1121
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1123
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1126
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1128
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1131
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1133
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1136
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1138
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1081
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1141
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1078
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1073
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1016
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1018
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1021
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1023
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1026
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1028
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1031
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1033
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1036
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1038
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1041
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1043
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1046
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1048
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1051
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1053
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1056
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1058
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1061
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1063
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1066
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1068
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1071
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1076
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1013
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1143
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1148
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1218
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1221
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1223
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1226
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1228
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1231
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1233
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1236
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1238
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1241
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1243
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1246
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1248
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1251
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1253
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1256
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1258
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1261
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1263
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1266
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1268
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1271
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1273
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1216
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1146
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1213
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1208
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1151
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1153
