s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000287	eye photoreceptor cell	photoreceptor	CL:0000540	Neuron	Neuron	33
CL:0000287	eye photoreceptor cell	Photoreceptor	CL:0000540	neuron	Neuron	51
CL:0000573	retinal cone cell	retinal cone cell	CL:0000287	eye photoreceptor cell	photoreceptor	33
CL:0000604	retinal rod cell	retinal rod cell	CL:0000287	eye photoreceptor cell	Photoreceptor	51
CL:0000740	retinal ganglion cell	Ganglion cell	CL:0000540	neuron	Neuron	69
CL:0000740	retinal ganglion cell	Ganglion cell	CL:0000540	neuron	Neuron	36
CL:0000740	retinal ganglion cell	Ganglion cell	CL:0000540	neuron	Neuron	35
CL:0000740	retinal ganglion cell	Ganglion cell	CL:0000540	neuron	Neuron	37
CL:0000745	retina horizontal cell	Horizontal Cell	CL:0000540	neuron	Neuron	39
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	27
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	28
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	25
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	30
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	31
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	24
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	23
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	22
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	21
CL:0000748	retinal bipolar neuron	Bipolar Cell	CL:0000540	Neuron	Neuron	20
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	26
CL:0000748	retinal bipolar neuron	Bipolar cell	CL:0000540	Neuron	Neuron	29
CL:0004232	starburst amacrine cell	starburst amacrine cell	CL:0000561	Amacrine Cell	Amacrine cell	19
UBERON:0000964	Cornea	Cornea	UBERON:0000970	eye	eye	55
UBERON:0000964	Cornea	Cornea	UBERON:0000970	eye	eye	56
UBERON:0000964	Cornea	Cornea	UBERON:0000970	eye	eye	57
UBERON:0000964	Cornea	Cornea	UBERON:0000970	eye	eye	58
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	43
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	42
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	41
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	40
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	46
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	38
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	47
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	53
UBERON:0000965	lens of camera-type eye	lens	UBERON:0000970	eye	eye	44
